id,employee_id,zone_id,start_time,end_time
"1850e6d0-7ca8-4204-b8ba-715904f4c95c","2e8dd8b2-2053-425f-9977-54167ea58571","2281ab8d-c4d3-461c-9082-3d1987e3436e","2025-11-17T23:51:39.653Z","2025-11-18T07:51:39.653Z"
"54edbf3e-cbd4-4216-bf85-915f77e55100","f6c6d9e2-b86e-4957-b7dd-c7cb84381d39","2281ab8d-c4d3-461c-9082-3d1987e3436e","2025-10-26T07:05:19.125Z","2025-10-26T15:05:19.125Z"
"2ccc7dfd-3ff5-44a5-b7b3-cfe387594da2","0b574d01-8563-4038-8804-fe6e3dfe86e0","58b36246-e1de-4ed2-bd10-48dd8a3c69c8","2025-10-24T01:06:39.387Z","2025-10-24T09:06:39.387Z"
"227f8b9d-acd6-48d7-a190-c9ea02095c95","d2d47ee1-89b2-40cb-a419-1a86883e9d1f","78be6718-0ea0-48f6-829a-5bec21f22bee","2025-10-27T05:01:28.169Z","2025-10-27T13:01:28.169Z"
"727bb137-0d86-465e-a799-c084049238db","4f3db107-7dad-4e7a-964d-02619f23ac9a","78be6718-0ea0-48f6-829a-5bec21f22bee","2025-11-21T13:39:26.766Z","2025-11-21T21:39:26.766Z"
"8e7c5635-d550-4e15-8d73-1fae866f9d4d","bad2ae83-e53b-4225-8b33-250f1482759f","2281ab8d-c4d3-461c-9082-3d1987e3436e","2025-10-26T10:55:57.419Z","2025-10-26T18:55:57.419Z"
"797d7a3f-256b-457d-86e5-4fcab7393013","100284bb-965e-415d-aff1-df6bcd68457b","ee230d46-c2b4-4618-8fa1-6fd3b1df35d3","2025-11-01T07:08:39.374Z","2025-11-01T15:08:39.374Z"
"ef668cae-e256-46bc-8224-4c5c012ae3d3","b6fedb68-19e3-48e3-a8c9-19432f9a70a3","50bd82b0-365b-43a6-bcc1-ee215a90ee06","2025-10-30T12:10:32.852Z","2025-10-30T20:10:32.852Z"
"9abee535-da74-4da0-a7a3-c41965373efa","2648ea8e-295d-45e3-8f93-dd5a02e40225","ee230d46-c2b4-4618-8fa1-6fd3b1df35d3","2025-11-04T21:19:04.895Z","2025-11-05T05:19:04.895Z"
"9606d936-f6d6-48d5-9824-d1e41c74364c","3f278f89-3e57-4640-8650-5d1641f334a8","2281ab8d-c4d3-461c-9082-3d1987e3436e","2025-11-14T19:52:27.999Z","2025-11-15T03:52:27.999Z"
"b34085aa-c016-4d85-ba1a-4b8f33709ae3","db28acdb-89fb-48c2-bb5e-d107484cc625","78be6718-0ea0-48f6-829a-5bec21f22bee","2025-11-05T15:26:09.546Z","2025-11-05T23:26:09.546Z"
"76990484-1d20-4fd2-be15-a4c27c688832","5d480706-b984-4725-8894-741a0c7d3d1f","58b36246-e1de-4ed2-bd10-48dd8a3c69c8","2025-10-26T19:43:03.865Z","2025-10-27T03:43:03.865Z"
"dec69300-670d-4eeb-8c07-87ab535920c6","9a66d93c-5adc-4548-9030-243e482e217b","3c0065d4-491d-4866-9b3d-26158c9a9778","2025-10-28T15:39:32.615Z","2025-10-28T23:39:32.615Z"
"c18f7a9e-65be-4ef3-bc95-7ee1f4b69349","fadc42d7-6a26-4983-a6a7-dc04cf089b46","78be6718-0ea0-48f6-829a-5bec21f22bee","2025-11-05T02:04:35.078Z","2025-11-05T10:04:35.078Z"
"2656a416-303f-464f-9bba-a90baef5e3e4","5b3e33cd-2507-4d9c-a319-0ccef4f73dbd","ad892b4b-7e3a-4f62-87b3-9ff3d7c7f93d","2025-11-07T17:46:03.137Z","2025-11-08T01:46:03.137Z"
"2592cb76-1672-4a39-a237-05256a36e672","b26d8a4a-ae7e-4435-8167-0112d1fba4cc","ad892b4b-7e3a-4f62-87b3-9ff3d7c7f93d","2025-11-21T22:12:44.525Z","2025-11-22T06:12:44.525Z"
"2ce48112-69c2-4c18-b0aa-8776c86d4646","f01a7945-6f3c-4a0b-9b73-191bcd73d3ec","ad892b4b-7e3a-4f62-87b3-9ff3d7c7f93d","2025-11-10T04:57:35.618Z","2025-11-10T12:57:35.618Z"
"9887fa15-fb49-425c-937d-fb5ed39d918d","d1fe8cfe-6dcb-413d-9191-d33c51f43e61","2281ab8d-c4d3-461c-9082-3d1987e3436e","2025-10-24T17:18:22.171Z","2025-10-25T01:18:22.171Z"
"85e038b0-2b9a-4147-ba85-68b8f2d3a54a","5b7b6dbf-5e51-4449-b0d2-738cac70c046","ee230d46-c2b4-4618-8fa1-6fd3b1df35d3","2025-11-17T19:13:03.876Z","2025-11-18T03:13:03.876Z"
"a90b37d8-3802-4768-8640-f8fac0d6c8e9","ce4ec9f0-c8ac-4f73-a750-6daacaa63cde","ad892b4b-7e3a-4f62-87b3-9ff3d7c7f93d","2025-11-07T06:06:30.899Z","2025-11-07T14:06:30.899Z"
"ce476962-a8ce-4f27-a606-726c40ce3162","acae1453-4c05-4798-8ce9-f6bc8d34db09","58b36246-e1de-4ed2-bd10-48dd8a3c69c8","2025-11-06T20:07:40.110Z","2025-11-07T04:07:40.110Z"
"57db0766-1f53-4cd1-bc69-2fd1c29e8618","6cec0e7b-9765-4f57-9a45-7a646d9e58b2","2281ab8d-c4d3-461c-9082-3d1987e3436e","2025-11-06T20:59:18.720Z","2025-11-07T04:59:18.720Z"
"2aaac7ea-6df0-47e7-9d75-44753c1d459b","167c0420-e904-474b-940c-5c1e739080c1","3c0065d4-491d-4866-9b3d-26158c9a9778","2025-10-25T12:27:48.683Z","2025-10-25T20:27:48.683Z"
"cdb6ea5a-af47-4d19-b291-f3161b7fe73c","c0f60297-87d5-4bf9-8c89-72e80737881b","2281ab8d-c4d3-461c-9082-3d1987e3436e","2025-11-10T16:15:23.910Z","2025-11-11T00:15:23.910Z"
"3798b15c-ea5d-4057-89b8-61298462f5bb","4ebe5642-dc29-45e2-b707-0a0f30961305","78be6718-0ea0-48f6-829a-5bec21f22bee","2025-11-06T17:35:42.565Z","2025-11-07T01:35:42.565Z"
"3eda7e7a-6352-4171-9aae-8345dc2c3d35","e047f251-31ec-402e-94f3-6dc1b3c25782","ad892b4b-7e3a-4f62-87b3-9ff3d7c7f93d","2025-11-18T09:59:08.523Z","2025-11-18T17:59:08.523Z"
"7fb92520-504e-49cb-982f-46f04f2a5043","edce19bf-7438-4ab7-973a-fe603a4f85f8","58b36246-e1de-4ed2-bd10-48dd8a3c69c8","2025-11-03T10:26:25.443Z","2025-11-03T18:26:25.443Z"
"fdf27b56-9248-4b4f-996d-3b991aa32b62","f3f25cc4-13a3-4027-99f1-4ad93720907c","78be6718-0ea0-48f6-829a-5bec21f22bee","2025-10-23T16:41:31.895Z","2025-10-24T00:41:31.895Z"
"4c51ee55-3894-40a3-849e-2bbfc615baf6","93edf8aa-00c0-45a5-9656-07469d00a628","3c0065d4-491d-4866-9b3d-26158c9a9778","2025-11-16T03:43:44.086Z","2025-11-16T11:43:44.086Z"
"9c274f8d-91e7-4fa8-93cd-6013dbc2d089","d1058232-ae37-4d3c-b9f4-605c9202b814","ee230d46-c2b4-4618-8fa1-6fd3b1df35d3","2025-11-15T17:25:13.139Z","2025-11-16T01:25:13.139Z"
"93ed7007-2174-429d-b98f-383570b8e5c8","3378e7b7-d27e-4480-bf6c-fcb6e87fe106","2281ab8d-c4d3-461c-9082-3d1987e3436e","2025-10-24T19:25:17.952Z","2025-10-25T03:25:17.952Z"
"8ae93e5f-43b9-4d5f-97eb-9050ff1f7904","eef488fe-8da3-4482-aab7-e5c4268e54dd","50bd82b0-365b-43a6-bcc1-ee215a90ee06","2025-10-27T16:24:44.827Z","2025-10-28T00:24:44.827Z"
"33ff236e-0347-44d6-a63d-9f2fc52c3391","fcf230ab-7741-495c-82b2-b196b099ea52","ad892b4b-7e3a-4f62-87b3-9ff3d7c7f93d","2025-11-07T04:13:44.995Z","2025-11-07T12:13:44.995Z"
"6acdc398-2726-4478-8b44-32400b53cc86","a7ab8ad6-dff2-4e58-b6dd-636afd041b8c","78be6718-0ea0-48f6-829a-5bec21f22bee","2025-11-01T14:27:15.709Z","2025-11-01T22:27:15.709Z"
"17984444-1ae4-4e11-86ee-8eba8f3b3bfc","0550115f-3129-4274-86ed-979fa0887da2","ee230d46-c2b4-4618-8fa1-6fd3b1df35d3","2025-11-01T00:18:26.147Z","2025-11-01T08:18:26.147Z"
"5ff6e2bc-6e45-4c93-872c-05556637642e","b1934596-ad7b-49d0-99b4-1103af4b1f86","78be6718-0ea0-48f6-829a-5bec21f22bee","2025-10-31T02:50:24.594Z","2025-10-31T10:50:24.594Z"
"897acf35-53d8-47ba-9458-f24c9da5abd2","abc75594-d16b-4794-9116-e6e354067a2f","50bd82b0-365b-43a6-bcc1-ee215a90ee06","2025-11-15T06:42:48.519Z","2025-11-15T14:42:48.519Z"
"1931a94a-38b0-4301-88f1-77c2ce19eb32","f1ffae27-daff-4b55-b88a-1f2e2c150708","2281ab8d-c4d3-461c-9082-3d1987e3436e","2025-10-27T01:59:03.365Z","2025-10-27T09:59:03.365Z"
"1737b9d8-3d54-4769-be53-95957b5c2262","b35f6d66-78ab-499a-a632-f2c39383ef3f","3c0065d4-491d-4866-9b3d-26158c9a9778","2025-10-29T06:58:46.514Z","2025-10-29T14:58:46.514Z"
"980ea985-35b4-4269-8450-e63fc7533ecf","a5cfa0f4-9d58-4aaa-9bc6-a4e6a46e5f01","ee230d46-c2b4-4618-8fa1-6fd3b1df35d3","2025-10-23T16:17:15.249Z","2025-10-24T00:17:15.249Z"
"a090980c-8d26-482e-b0d9-f9bcfd4edae7","3094d79d-4ca3-482e-bdbf-66a6952b9214","3c0065d4-491d-4866-9b3d-26158c9a9778","2025-11-08T02:00:57.659Z","2025-11-08T10:00:57.659Z"
"e9233e11-5299-4608-84de-cb7141c4f7a6","97f6f069-4788-46fc-9a84-d0c3e05afd82","58b36246-e1de-4ed2-bd10-48dd8a3c69c8","2025-11-14T14:46:58.691Z","2025-11-14T22:46:58.691Z"
"c9a75beb-afa1-4809-86f1-6ec035374042","0076f1b4-16b8-4ae8-93b0-3bbc05c53a1f","ee230d46-c2b4-4618-8fa1-6fd3b1df35d3","2025-11-10T09:07:11.986Z","2025-11-10T17:07:11.986Z"
"af4a95f5-2c98-47ff-ba40-88efb218abef","e24b3714-65e2-40ac-8ab4-6e28db5dcab7","58b36246-e1de-4ed2-bd10-48dd8a3c69c8","2025-10-30T19:59:11.218Z","2025-10-31T03:59:11.218Z"
"7f57e728-0dff-4bd8-92ad-2a559f116507","8abbd3a9-5832-432a-b2b4-224d3476454f","78be6718-0ea0-48f6-829a-5bec21f22bee","2025-10-29T12:14:34.363Z","2025-10-29T20:14:34.363Z"
"1f8f4d92-6387-42f6-9505-f191832a5fca","d296804c-0438-469d-8965-9af4b8c79b09","ad892b4b-7e3a-4f62-87b3-9ff3d7c7f93d","2025-11-03T04:00:46.115Z","2025-11-03T12:00:46.115Z"
"dcf60612-e0b9-4d12-8b0d-2cfa3ac833dd","52b4728e-01d3-4082-a3ad-e43fe47d6fae","50bd82b0-365b-43a6-bcc1-ee215a90ee06","2025-11-08T21:55:20.863Z","2025-11-09T05:55:20.863Z"
"60b351ed-193d-42e6-b113-e48d48489661","3b662bfb-4381-44e6-8ced-074bfa238daf","58b36246-e1de-4ed2-bd10-48dd8a3c69c8","2025-11-20T13:18:50.908Z","2025-11-20T21:18:50.908Z"
"fc633004-f0d1-4b6a-86c0-3a516e540d77","c0cf323d-424d-4755-a28a-d8241e27fdc8","58b36246-e1de-4ed2-bd10-48dd8a3c69c8","2025-11-18T16:12:10.155Z","2025-11-19T00:12:10.155Z"
"8744940d-b8ff-4984-a278-94c729c550a8","1a658725-7822-40d2-bc5c-bdfcd62793c4","ad892b4b-7e3a-4f62-87b3-9ff3d7c7f93d","2025-11-21T22:20:53.440Z","2025-11-22T06:20:53.440Z"
"ab03a391-aeca-472f-8e3f-4a7fe7a13e1b","75b98ad9-4056-4a80-bcc9-528b22dd408c","ad892b4b-7e3a-4f62-87b3-9ff3d7c7f93d","2025-11-03T09:05:29.630Z","2025-11-03T17:05:29.630Z"
"4ed07f44-c9bc-43bf-8f44-577575b718c4","271de77a-b989-44c6-a4ff-4b47a5581055","50bd82b0-365b-43a6-bcc1-ee215a90ee06","2025-11-12T09:31:35.782Z","2025-11-12T17:31:35.782Z"
"62691762-c00f-477e-92f6-ffcf62f7ed08","b1d3f67c-7338-465c-92d1-2a2fb2e7c638","78be6718-0ea0-48f6-829a-5bec21f22bee","2025-10-30T21:38:37.587Z","2025-10-31T05:38:37.587Z"
"e2e51077-5358-4f40-ba1b-970e0e848469","283292ac-c3fa-4059-a412-abfcc057d015","ee230d46-c2b4-4618-8fa1-6fd3b1df35d3","2025-11-20T14:04:25.507Z","2025-11-20T22:04:25.507Z"
"f6da0542-94d9-4ed1-b195-4811214f8ae2","12e75c04-0acf-4f5b-918e-8ac6bc338f24","78be6718-0ea0-48f6-829a-5bec21f22bee","2025-10-31T03:55:18.954Z","2025-10-31T11:55:18.954Z"
"a059c9cf-abd3-49b6-8127-4d2ffde97e50","2a9da31c-e310-48df-9a4a-e9b9f2d18fe5","ee230d46-c2b4-4618-8fa1-6fd3b1df35d3","2025-11-01T22:24:29.656Z","2025-11-02T06:24:29.656Z"
"dad53bae-5b82-432d-b78b-ffa4c887c669","85f7fe69-cdb0-4a78-b9ce-48fb60caaea1","78be6718-0ea0-48f6-829a-5bec21f22bee","2025-11-16T22:35:03.621Z","2025-11-17T06:35:03.621Z"
"fc8032be-bd37-4478-8466-901acf4c5c20","d645cd07-e0d1-43b8-96a8-9bb3e883f8ec","78be6718-0ea0-48f6-829a-5bec21f22bee","2025-11-13T08:11:20.159Z","2025-11-13T16:11:20.159Z"
"ab81723a-2aa6-423c-89e7-8ffe2bf6e739","d005d036-ee48-4eb5-800a-28d9b8f543a3","58b36246-e1de-4ed2-bd10-48dd8a3c69c8","2025-11-01T06:43:26.687Z","2025-11-01T14:43:26.687Z"
"92945fc9-fd09-4c2c-a070-38905bf01a1d","a27f6bea-3ee4-466d-875a-4aefe296ad55","3c0065d4-491d-4866-9b3d-26158c9a9778","2025-11-18T14:42:58.801Z","2025-11-18T22:42:58.801Z"
"17ee9dc7-fe07-434a-8e87-d6356781e554","84bfa3ca-15b8-49f0-bf3a-035ae7d65c8c","58b36246-e1de-4ed2-bd10-48dd8a3c69c8","2025-11-12T16:33:40.363Z","2025-11-13T00:33:40.363Z"
"2a611b0d-9dd5-44d7-8064-4cf429fa1b30","5c38cc1b-80d5-4b61-8661-3e729723ce6e","58b36246-e1de-4ed2-bd10-48dd8a3c69c8","2025-11-04T19:05:45.820Z","2025-11-05T03:05:45.820Z"
"22dae7c3-d50b-4013-bd00-00a7bef36bdb","d3d171b2-1994-4107-aaad-296e01a1c72d","3c0065d4-491d-4866-9b3d-26158c9a9778","2025-11-15T04:51:24.732Z","2025-11-15T12:51:24.732Z"
"8cc1faef-fa22-4fcb-9e20-cd8e2625b45c","03495448-3577-45a5-9812-4a2e3f54da61","2281ab8d-c4d3-461c-9082-3d1987e3436e","2025-11-01T01:48:20.272Z","2025-11-01T09:48:20.272Z"
"ec2098fd-243f-4efd-9ed1-7207805cfa7f","fb8aaa60-72cd-420f-838f-91f6f5ce84f5","ad892b4b-7e3a-4f62-87b3-9ff3d7c7f93d","2025-10-29T01:32:17.661Z","2025-10-29T09:32:17.661Z"
"117911c4-a917-4222-90e2-5f975899c4fc","b51d7c23-c4db-46f7-b5e0-99c235833cca","2281ab8d-c4d3-461c-9082-3d1987e3436e","2025-11-15T07:29:47.514Z","2025-11-15T15:29:47.514Z"
"1bd32d86-4736-49bc-9c35-2b57df8a7f42","aa348be0-0eb8-49db-8434-af6801649f6f","78be6718-0ea0-48f6-829a-5bec21f22bee","2025-11-19T03:44:21.556Z","2025-11-19T11:44:21.556Z"
"284313cd-9a6e-4b2f-a012-3cddfaee68a5","b430cd56-ff4d-42ee-b8d0-0bd41917de24","50bd82b0-365b-43a6-bcc1-ee215a90ee06","2025-11-04T07:16:10.267Z","2025-11-04T15:16:10.267Z"
"d3c987cb-8b90-40ed-a535-97f79eb1c803","d694d41a-e766-409d-b24f-a17487164732","ee230d46-c2b4-4618-8fa1-6fd3b1df35d3","2025-11-18T12:03:52.276Z","2025-11-18T20:03:52.276Z"
"08c665a0-7e3f-4238-ba96-30dcdd6e97cd","44481f33-b942-4cc4-baa4-d5a83ebd339f","ee230d46-c2b4-4618-8fa1-6fd3b1df35d3","2025-11-03T01:32:35.524Z","2025-11-03T09:32:35.524Z"
"26afe8e1-b241-4532-ba81-826d8088c999","71b189c1-044f-440b-b8a8-9163643ec7ec","78be6718-0ea0-48f6-829a-5bec21f22bee","2025-11-07T13:15:59.129Z","2025-11-07T21:15:59.129Z"
"e4903dab-633a-478b-860d-02e364403653","393b8aa1-e46f-4af8-8354-40a550c256b2","2281ab8d-c4d3-461c-9082-3d1987e3436e","2025-11-21T15:35:11.148Z","2025-11-21T23:35:11.148Z"
"bba558e0-3d7b-426a-b821-ebf14f1df7b6","1d1c59c2-b4b1-4e61-b4c2-75febd7856e7","ad892b4b-7e3a-4f62-87b3-9ff3d7c7f93d","2025-11-08T09:31:44.242Z","2025-11-08T17:31:44.242Z"
"c74108b2-3262-4fcb-8f5c-f9a6cd391052","313cd3e4-59ce-4c7c-b73d-031471da9790","2281ab8d-c4d3-461c-9082-3d1987e3436e","2025-10-26T00:58:56.968Z","2025-10-26T08:58:56.968Z"
"943b7d4e-dedb-4dfc-a882-46f3d22819e4","6050fbe8-61eb-4567-9431-407ae962c82e","78be6718-0ea0-48f6-829a-5bec21f22bee","2025-11-07T16:21:15.273Z","2025-11-08T00:21:15.273Z"
"0c2e5088-131c-46db-87ed-140f49f13161","cc2ca048-0e45-46ac-8131-d5768e0b5043","2281ab8d-c4d3-461c-9082-3d1987e3436e","2025-11-03T08:11:04.265Z","2025-11-03T16:11:04.265Z"
"e4cbfad8-ecbb-458a-adc2-a5f67212026c","4041483b-74fe-4898-90d9-db02c499ee67","50bd82b0-365b-43a6-bcc1-ee215a90ee06","2025-10-29T14:18:54.761Z","2025-10-29T22:18:54.761Z"
"fa8cadd7-b30b-40f4-89d9-0db5cc0147f7","b62ca1fe-78ff-4e0d-af0d-564ff5d45b70","ad892b4b-7e3a-4f62-87b3-9ff3d7c7f93d","2025-11-05T11:48:11.287Z","2025-11-05T19:48:11.287Z"
"f6cf46a5-0714-47a8-bcd0-2d4b33cdc6ec","170eb6e4-f666-46da-955a-ae6cbac5e1cc","78be6718-0ea0-48f6-829a-5bec21f22bee","2025-11-17T03:09:10.019Z","2025-11-17T11:09:10.019Z"
"4215f241-8f7f-48f8-b9cf-d3be7e2287a8","476b040c-1947-4923-823f-b2ee7dc2ee64","2281ab8d-c4d3-461c-9082-3d1987e3436e","2025-11-03T23:53:06.564Z","2025-11-04T07:53:06.564Z"
"80540997-fa06-4410-8648-f67c311a28a9","2c12cc99-31e8-44da-980a-4b670b66eba9","50bd82b0-365b-43a6-bcc1-ee215a90ee06","2025-10-26T16:05:26.574Z","2025-10-27T00:05:26.574Z"
"ae850310-e45a-42ec-b151-bb69a428be9f","8303ca70-1f81-4464-a057-e82dc5634834","2281ab8d-c4d3-461c-9082-3d1987e3436e","2025-11-09T22:43:15.839Z","2025-11-10T06:43:15.839Z"
"c54b1ea3-590e-4917-b57b-6a42c6da2a5c","027c1148-f299-47ea-ac0e-5e131992d523","78be6718-0ea0-48f6-829a-5bec21f22bee","2025-10-23T20:53:57.666Z","2025-10-24T04:53:57.666Z"
"fd687d1b-c36e-4d50-90d5-aea7e5d2ad8a","48e42845-4266-4121-927d-f5a8f7d7efd9","ee230d46-c2b4-4618-8fa1-6fd3b1df35d3","2025-10-23T15:32:57.843Z","2025-10-23T23:32:57.843Z"
"37f9fff5-e637-4cd7-a00c-cae0cf631e65","fcb9dc04-0ae5-4dc4-8369-4d00e6ec57a6","2281ab8d-c4d3-461c-9082-3d1987e3436e","2025-11-19T13:57:27.697Z","2025-11-19T21:57:27.697Z"
"ddd75c6a-3f94-44e3-b74e-e3367430ebf1","3b260a3a-06a7-4ae6-a9de-d26e961ed734","2281ab8d-c4d3-461c-9082-3d1987e3436e","2025-11-19T18:17:10.635Z","2025-11-20T02:17:10.635Z"
"c6304eb7-851f-4dcb-9698-10a0566befc7","be0cf79a-56da-4c97-8401-7d8942f5143d","3c0065d4-491d-4866-9b3d-26158c9a9778","2025-10-28T00:21:16.016Z","2025-10-28T08:21:16.016Z"
"1c800cb4-cf4c-407c-abcd-55ac72871434","b35f6d66-78ab-499a-a632-f2c39383ef3f","3c0065d4-491d-4866-9b3d-26158c9a9778","2025-10-25T01:52:36.417Z","2025-10-25T09:52:36.417Z"
"b7f4ef85-c302-42d9-8cc9-262f2305b393","4041483b-74fe-4898-90d9-db02c499ee67","ad892b4b-7e3a-4f62-87b3-9ff3d7c7f93d","2025-11-03T16:40:41.667Z","2025-11-04T00:40:41.667Z"
"fb13d909-1356-4433-a6a0-f013f517a8e7","90dfc6cf-609d-4e95-b80f-21668618fd46","2281ab8d-c4d3-461c-9082-3d1987e3436e","2025-11-15T00:04:34.812Z","2025-11-15T08:04:34.812Z"
"f9b95771-1174-4e51-b546-8fba767e9b0b","0b8eafda-791d-4c1e-84fd-9d30fe95c96b","ad892b4b-7e3a-4f62-87b3-9ff3d7c7f93d","2025-11-06T11:51:24.914Z","2025-11-06T19:51:24.914Z"
"206fe87f-0864-4aab-b0c5-c78de007da99","881c0c17-c68b-483b-8739-be9ebda064bd","58b36246-e1de-4ed2-bd10-48dd8a3c69c8","2025-11-12T04:41:44.161Z","2025-11-12T12:41:44.161Z"
"71bdeada-84c8-4c1d-b492-a69e58a6c2c4","6a59508f-3c40-4573-bc41-fab362444378","50bd82b0-365b-43a6-bcc1-ee215a90ee06","2025-11-01T12:11:44.735Z","2025-11-01T20:11:44.735Z"
"ac17d6ac-ce84-434a-b8c8-967e0f24df94","76cb1e53-423d-4916-b7c2-143b19e9f65c","2281ab8d-c4d3-461c-9082-3d1987e3436e","2025-11-02T11:23:52.890Z","2025-11-02T19:23:52.890Z"
"c37b5ced-1ca6-42d1-b37e-c89654de7152","fe27e2ef-ebb2-4c2b-b5ec-74600e5ecafb","78be6718-0ea0-48f6-829a-5bec21f22bee","2025-11-20T01:46:38.375Z","2025-11-20T09:46:38.375Z"
"1eedd6ca-8f50-471a-9510-f8922968246a","f1ffae27-daff-4b55-b88a-1f2e2c150708","ee230d46-c2b4-4618-8fa1-6fd3b1df35d3","2025-11-20T16:08:22.550Z","2025-11-21T00:08:22.550Z"
"a69f43b7-8b7c-4b83-b808-0a3e2e66416e","6b8fe79b-ff66-48c7-be15-0ac5d3acf955","78be6718-0ea0-48f6-829a-5bec21f22bee","2025-10-28T07:50:47.796Z","2025-10-28T15:50:47.796Z"
"1fd1b063-876e-4b52-bfc7-d49d3a0ad546","d005d036-ee48-4eb5-800a-28d9b8f543a3","2281ab8d-c4d3-461c-9082-3d1987e3436e","2025-10-26T10:38:42.656Z","2025-10-26T18:38:42.656Z"
"1b138106-c240-4ada-ad6b-cf0f90e6de33","1b19047e-3b19-4795-b4f7-a867bbaa6b8f","2281ab8d-c4d3-461c-9082-3d1987e3436e","2025-11-03T04:27:59.754Z","2025-11-03T12:27:59.754Z"
"12dae3bb-d602-4e33-8292-941f40abae7c","53d15434-6aca-4574-9f7c-36adad157292","58b36246-e1de-4ed2-bd10-48dd8a3c69c8","2025-11-14T12:54:07.807Z","2025-11-14T20:54:07.807Z"
"9979de76-a169-493e-ba86-3f83913183ac","a79c1244-9d23-436d-ac7d-8b46fdef1443","2281ab8d-c4d3-461c-9082-3d1987e3436e","2025-11-12T03:46:38.631Z","2025-11-12T11:46:38.631Z"
"64d6787d-d15c-45d8-b720-e97a891f2d0c","2c12cc99-31e8-44da-980a-4b670b66eba9","3c0065d4-491d-4866-9b3d-26158c9a9778","2025-11-05T03:32:19.690Z","2025-11-05T11:32:19.690Z"
"045bf5b9-998c-43fc-9607-2a19bfdbd4f3","f8f9ea7f-66df-495a-93ab-472e8d8a6a9b","ad892b4b-7e3a-4f62-87b3-9ff3d7c7f93d","2025-11-09T16:10:20.990Z","2025-11-10T00:10:20.990Z"
